"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"1928102","14067611621000091000000000U6","ESCUELA DE  MUAY- THAI",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","REVOLUCION","CALLE","GENARO PADILLA","CALLE","ABASOLO","CALLE","LÁZARO CÁRDENAS","160","B",,,,,"COLONIA","PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0552","010","3221161202","RAYO_TANAILUARK@HOTMAIL.COM",,"Fijo","20.65490538","-105.21940062","2010-07"
"8606463","14067611621000511000000000U3","ESCUELA DE ARTES MARCIALES TAO TE CHIA","ASOCIACION INTERNACIONAL DE ARTES MARCIALES TAO TE CHIA AC","611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","PEDRO MORENO","CALLE","CLEMENTO OROZCO","ANDADOR","DIEGO RIVERA","OTRO (ESPECIFIQUE)","NINGUNO","266",,,,"0",,"COLONIA","BENITO JUAREZ",,,,"48388","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2559","002","3221287681",,,"Fijo","20.6010357","-105.22549199","2019-11"
"9007653","14067711121000011000000000U4","ESCUELA DE BAILE SALSA CORAZON Y BAILE",,"611611","Escuelas de arte del sector privado","0 a 5 personas","CALLE","BRASIL","CALLE","URUGUAY","CALLE","PANAMA","CALLE","BOLIVIA","1198",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0196","015",,,,"Fijo","20.61780337","-105.22950122","2019-11"
"7614841","14067611511000201000000000U4","ESCUELA DE BARBEROS",,"611511","Escuelas del sector privado dedicadas a la enseñanza de oficios","0 a 5 personas","AVENIDA","LOS TULES","AVENIDA","FLUVIAL VALLARTA","AVENIDA","LOS TULES","AVENIDA","FRANCISCO MEDINA ASCENCIO","178",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","26","E","COLONIA","ZONA HOTELERA","CENTRO Y PLAZA COMERCIAL","PLAZA CARACOL","E","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","036","3221507822",,,"Fijo","20.64189845","-105.23161698","2019-11"
"8983714","14067611511000162000000000U8","ESCUELA DE BELLEZA GALAS VALLARTA",,"611511","Escuelas del sector privado dedicadas a la enseñanza de oficios","6 a 10 personas","AVENIDA","PRISCILIANO SANCHEZ","CALLE","NINGUNO","AVENIDA","MEXICO","CALLE","MARÍA MONTESSORI","530","8",,,,,"COLONIA","VALLARTA 750",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0478","065",,"UPICAVALLARTA1@OUTLOOK.COM",,"Fijo","20.65494338","-105.22908303","2019-11"
"7564399","14067611699000011000000000U0","ESCUELA DE CAPACITACION PARA PADRES DE FAMILIA","H AYUNTAMIENTO DE PUERTO VALLARTA ","611699","Otros servicios educativos proporcionados por el sector público","0 a 5 personas","CALLE","PASEO DE LAS PALMAS","CALLE","HEROES DE LA PATRIA","CALLE","PASEO DE LAS PALMAS","AVENIDA","EMILIANO ZAPATA","533",,,,,,"COLONIA","SANTA MARIA",,,,"48320","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0849","012",,,,"Fijo","20.62674911","-105.22392101","2019-11"
"7564546","14067611312000043000000000U3","ESCUELA DE ENFERMERIA SEMI ESCOLARIZADA CENTRO UNIVERSITARIO DEL SUR","UNIVERSIDAD DE GUADALAJARA ","611312","Escuelas de educación superior del sector público","11 a 30 personas","CALLE","31 DE OCTUBRE","CALLE","GUADALUPE SANCHEZ","CALLE","JUAREZ","CALLE","JESÚS LANGARICA","241",,,,,,"COLONIA","CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0213","017",,,,"Fijo","20.6136137","-105.23132474","2019-11"
"7480524","14067713943000812000000000U0","ESCUELA DE GIMNASIA RITMICA DANZA Y BAILE",,"611621","Escuelas de deporte del sector privado","6 a 10 personas","AVENIDA","PRISCILIANO SANCHEZ","AVENIDA","UNIVERSO","AVENIDA","UNIVERSO","CALLE","MISMALOYA","519","1","CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","0",,"FRACCIONAMIENTO","VILLA DEL PUERTO","CENTRO Y PLAZA COMERCIAL","CENTRO CITY","22A","48315","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2154","004",,,,"Fijo","20.6551142","-105.23076512","2019-11"
"6436498","14067611631000061000000000U8","ESCUELA DE IDIOMAS CENTRO INTERNACIONAL DE LENGUAS EXTRANGERAS",,"611631","Escuelas de idiomas del sector privado","6 a 10 personas","AVENIDA","LOS TULES","AVENIDA","LOS TULES","AVENIDA","FLUVIAL VALLARTA","AVENIDA","FRANCISCO MEDINA ASCENCIO","178",,"PLAZA CARACOL","PISO 1","73","OFICINA","COLONIA","LOS TABACHINES","CENTRO Y PLAZA COMERCIAL","PLAZA CARACOL","OFICINA","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","036","3222249471","CID_PTOVTA@HOTMAIL.COM",,"Fijo","20.64189845","-105.23161698","2010-07"
"7565152","14067611631000342000000000U2","ESCUELA DE IDIOMAS GLOBAL LANGUAGE INSTITUTE",,"611631","Escuelas de idiomas del sector privado","6 a 10 personas","AVENIDA","DE LOS TULES","CALLE","PASEO DEL CANARIO","CALLE","PASEO DEL SALMON","CALLE","PASEO DEL ACANTO","405",,,,,,"COLONIA","JARDINES VALLATA",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","032",,,,"Fijo","20.63825507","-105.2181749","2019-11"
"7614731","14067611631000304000000000S2","ESCUELA DE IDIOMAS LINGUATEC LANGUAGE CENTER","FUNDACION MEXICANA PARA EL FOMENTO DE LA EDUCACION Y EL DESAROLLO AC","611631","Escuelas de idiomas del sector privado","31 a 50 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","AVENIDA","LOS TULES","AVENIDA","FLUVIAL VALLARTA","AVENIDA","FLUVIAL VALLARTA","2",,"CENTRO Y PLAZA COMERCIAL","PISO 1","49","50 51 OFI","COLONIA","ZONA HOTELERA","CENTRO Y PLAZA COMERCIAL","PLAZA CARACOL","50 51 OFI","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","036",,"ADMON.VALLARTA1@LINGUATEC.COM.MX",,"Fijo","20.64040343","-105.23391674","2019-11"
"1910305","14067611631000031000000000U1","ESCUELA DE INGLES CALIFORNIA",,"611631","Escuelas de idiomas del sector privado","0 a 5 personas","CALLE","RIO AMECA","CALLE","RIO DANUBIO","CALLE","RIO GRANDE","CALLE","RÍO GRIJALVA","652",,,,,,"COLONIA","LOPEZ MATEOS",,,,"48360","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","253A","016","3222227382",,,"Fijo","20.62314396","-105.22032453","2010-07"
"1650737","14067465312000101010000000U6","ESCUELA DE INGLES PLANET ENGLISH",,"611631","Escuelas de idiomas del sector privado","0 a 5 personas","AVENIDA","FRANCISCO VILLA","AVENIDA","LOS PINOS","CALZADA","JOSE JESUS GONZALEZ GALLO","CALLE","NINGUNO","1526",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,,"COLONIA","VIDA VALLARTA","CENTRO Y PLAZA COMERCIAL","MACRO PLAZA","C1 Y C2","48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","075A","003","3222244798",,,"Fijo","20.6456995","-105.22015624","2012-06"
"1908855","14067611621000151000000000U8","ESCUELA DE KARATE DO SHOTO KAN VALLARTA",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","CIELO","AVENIDA","HACIENDA EL PITILLAL","CALZADA","GONZALEZ GALLO","CALLE","AGUA","101",,,,,,"COLONIA","VIDA VALLARTA",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","075A","036","3222418558","ISKFVALLARTA@PRODIG.NET.MX","WWW.KARATEDOSHOTOKANVALLARTA.COM","Fijo","20.64645645","-105.21668969","2010-07"
"8773075","14067611621000521000000000U2","ESCUELA DE KARATE SIN NOMBRE",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","EUTIQUIO GONZALEZ","CALLE","SUIZA","CALLE","ITALIA","CALLE","MANUEL CORONA","1211","A",,,,,"COLONIA","BRISAS DEL PACIFICO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1796","025",,,,"Fijo","20.66224618","-105.20048635","2019-11"
"8984288","14067611511000181000000000S8","ESCUELA DE MECANICA AUTOMOTRIZ DE NAYARIT","ESCUELA DE MECANICA AUTOMOTIZ ","611511","Escuelas del sector privado dedicadas a la enseñanza de oficios","0 a 5 personas","CALLE","8 DE MAYO","CALLE","ZACATECAS","CALLE","SINALOA","CALLE","ZACATECAS","104",,,,"0",,"COLONIA","LAFLORESTA",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","214A","035",,,,"Fijo","20.66326922","-105.22348241","2019-11"
"8984250","14067713943000891000000000U4","ESCUELA DE MUAY THAY EL RAYO URIBE",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","SIMON ANDRADE","CALLE","UVAS","CALLE","NINGUNO","CALLE","BUGAMBILIAS","486",,,,,,"COLONIA","PRIMERO DE MAYO",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","2101","001",,,,"Fijo","20.70920126","-105.21412684","2019-11"
"1911199","14067611621000202000000000U9","ESCUELA DE NATACION ACUATICA ESCUALOS","AQUATIC SPORT CENTER VALLARTA AC","611621","Escuelas de deporte del sector privado","0 a 5 personas","AVENIDA","DE LOS TULES","CALLE","PASEO DEL SALMON","CALLE","GUACAMAYO","CALLE","PASEO DEL ACANTO","309",,,,,,"COLONIA","JARDINES VALLARTA",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","031",,,,"Fijo","20.63854692","-105.21941662","2010-07"
"1928073","14067611621000081000000000U7","ESCUELA DE NATACIÓN ACUÁTICA SANTA MARIA",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","24 DE FEBRERO","CALLE","CHIHUAHUA","CALLE","SONORA","CALLE","ALAMEDA","267",,,,,,"COLONIA","BOBADILLA",,,,"48298","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0552","030","5537321732",,,"Fijo","20.65734067","-105.22359739","2010-07"
"8983471","14067611621000371000000000S2","ESCUELA DE TAE KWON DO",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","MANGO","CALLE","ORQUIDEAS","CALLE","JALISCO","CALLE","NINGUNO","151",,,,,,"COLONIA","PRIMERO DE MAYO",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0603","048",,"CHAVEROTKD@HOTMAIL.COM",,"Fijo","20.71083102","-105.2142831","2019-11"
"8983640","14067611621000381000000000U1","ESCUELA DE TAE KWONDO",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CARRETERA","A LAS PALMAS","CALLE","ITURBIDE","CALLE","REFORMA","CALLE","FELIPE ÁNGELES","2160",,,,,,"COLONIA","LAS FLORES IXTAPA",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","1230","020",,,,"Fijo","20.72037887","-105.20282377","2019-11"
"7480615","14067713943000821000000000U1","ESCUELA DE TAEKWONDO LUNA",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","20 DE NOVIEMBRE","CALLE","CUAUHTEMOC","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","INDEPENDENCIA","326",,,,,,"COLONIA","PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","039","3221310972",,,"Fijo","20.6516777","-105.2150361","2019-11"
"7480616","14067713943000831000000000U0","ESCUELA DE TAEKWONDO LUNA",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","20 DE NOVIEMBRE","CALLE","CUAUHTEMOC","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","INDEPENDENCIA","326",,,,,,"COLONIA","PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","039",,,,"Fijo","20.6516777","-105.2150361","2019-11"
"7564735","14067611621000491000000000U8","ESCUELA DE YOGA EN FORMA",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","SIERRA PIRINEOS","CALLE","SIERRA ACONCAGUA","CALLE","RAFAEL OSUNA","1784",,,,"0",,"COLONIA","OLIMPICA",,,,"48330","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0105","009","3221277919","YOGAENFORMA@HOTMAIL.COM","WWW.YOGAENFORMA.COM","Fijo","20.62932875","-105.22920743","2019-11"
"7564365","14067611621000482000000000U7","ESCUELA EN EDUCACION ARTES MARCIALES",,"611621","Escuelas de deporte del sector privado","6 a 10 personas","CALLE","COLOMBIA","CALLE","URUGUAY","CALLE","PANAMA","CALLE","BRASIL","1158",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0196","014",,,,"Fijo","20.61734601","-105.23019723","2019-11"
"1934968","14067611122000192001000000U1","ESCUELA FEDERAL IBEROAMERICA","SECRETARIA DE EDUCACION PÚBLICA SEP ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","JOSE MARIA PINO SUAREZ","CALLE","PLUTARCO ELIAS CALLES","CALLE","REVOLUCION","CALLE","CÁNDIDO AGUILAR","225",,,,"0",,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","0694","026","3222902914",,,"Fijo","20.69758192","-105.24461077","2010-07"
"1921547","14067611122000563000000000U3","ESCUELA JOSEFA ORTÍZ DE DOMÍNGUEZ","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","ALCATRAZ","CALLE","JAZMIN","CALLE","AZUCENA","CALLE","BUGAMBILIA","151",,,,,,"COLONIA","LAS FLORES",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0637","036","3221382274",,,"Fijo","20.71976668","-105.19878734","2010-07"
"1908343","14067611171000053000000000U2","ESCUELA MONTESSORI DE PUERTO VALLARTA",,"611171","Escuelas del sector privado que combinan diversos niveles de educación","11 a 30 personas","CALLE","MARIA MONTESSORI","CALLE","DEL LIMON","CALLE","VIRICOTA","CALLE","NINGUNO","650",,,,,,"COLONIA","LOS TABACHINES",,,,"48302","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0834","024","3222247228",,,"Fijo","20.65166027","-105.23451013","2010-07"
"1776891","14067611171000281001000000U9","ESCUELA MONTESSORI SHANTI",,"611171","Escuelas del sector privado que combinan diversos niveles de educación","6 a 10 personas","CALLE","MILAN","CALLE","ROMA","CALLE","NIZA","CALLE","LISBOA","146",,,,,,"COLONIA","DIAZ ORDAZ",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1669","002","3222936796","MONTESSORISHANTI@LIVE.COM.MX",,"Fijo","20.63688711","-105.23016318","2014-12"
"8983836","14067611621000401000000000U7","ESCUELA MUAY THAY",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","POLONIA","CALLE","BARRANQUILLA","CALLE","MEDELLIN","CALLE","RAMÓN CORONA","743",,,,,,"COLONIA","LOMAS DEL COAPINOLE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1531","008",,,,"Fijo","20.66178064","-105.19382213","2019-11"
"1908255","14067611112000563000000000U4","ESCUELA PREESCOLAR MIGUEL HIDALGO","ESCUELA PREESCOLAR MIGUEL HIDALGO ","611112","Escuelas de educación preescolar del sector público","11 a 30 personas","CALLE","UNIVERSO","CALLE","UNIVERSO","CALLE","UNIVERSO","CALLE","UNIVERSO","155",,,,,,"COLONIA","LA AURORA",,,,"48338","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1743","024","3222250415",,,"Fijo","20.65851924","-105.23597276","2010-07"
"1778176","14067611172000062010000000U1","ESCUELA PREESCOLAR PEDRO MARIA ANAYA","SECRETARIA DE EDUCACION PUBLICA ","611112","Escuelas de educación preescolar del sector público","6 a 10 personas","AVENIDA","TAMPICO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","CAUCHO","CALLE","CAUCHO","315",,,,,,"COLONIA","JARDINES DEL MAR",,,,"48325","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1283","035",,,,"Fijo","20.63119726","-105.20976605","2014-12"
"6475796","14067611112000641000000000U8","ESCUELA PREESCOLAR REVOLUCIÓN MEXICANA","SECRETARIA DE EDUCACION PÚBLICA ","611112","Escuelas de educación preescolar del sector público","0 a 5 personas","CALLE","LAGUNA DE CATEMACO","CALLE","LAGUNA DE MAYRAN","CALLE","NINGUNO","CALLE","LAGUNA DE MAYRAN",,"SN",,,,,"LOCALIDAD","EL CANTON",,,,"48274","14","JALISCO","067","Puerto Vallarta","0011","El Cantón","0020","001",,,,"Fijo","20.74219588","-105.18059844","2016-01"
"1908900","14067611122000993000000000U2","ESCUELA PRIMARIA 1 DE MAYO TURNO VESPERTINO 14DPR0095D","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","ANDADOR","M. PEREZ TREVIÑO","CALLE","CARLOS R. PALACIOS","CALLE","CARLOS R. PALACIOS","CALLE","NINGUNO","540",,,,,,"COLONIA","INFONAVIT CTM",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1705","001","3222249393",,,"Fijo","20.64463988","-105.21283521","2010-07"
"1910020","14067611122000583000000000U1","ESCUELA PRIMARIA 15 DE MAYO 452","14EPRO636H ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","URUGUAY","CALLE","COLOMBIA","CALLE","PERU","CALLE","PANAMÁ","225",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0196","013",,"QUINCEDEMAYOMA@YAHOO.COM.MX",,"Fijo","20.6172634","-105.23063788","2010-07"
"1774998","14067611122001042000000000U7","ESCUELA PRIMARIA 17 DE FEBRERO","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","PERICO","CALLE","FLAMENCO","AVENIDA","PATOS","AVENIDA","PATOS",,"SN",,,,,"COLONIA","CAÑADAS",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","278A","001",,,,"Fijo","20.69576238","-105.20471375","2014-12"
"1910777","14067611122000903001000000U1","ESCUELA PRIMARIA 20 DE NOVIEMBRE URBANA 480 VESPERTINO","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","JUAREZ","CALLE","ALDAMA","CALLE","ABASOLO","CALLE","MORELOS","627",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1688","019",,"CICIYS.PE@GMAIL.COM",,"Fijo","20.6110905","-105.23350085","2010-07"
"1929943","14067611122000553000000000U4","ESCUELA PRIMARIA 21 DE MARZO","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","AVENIDA","CALLE","16 DE SEPTIEMBRE","CALLE","12 DE OCTUBRE","CALLE","FRANCISCO VILLA","494",,,,,,"COLONIA","COAPINOLE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0533","025","3221113165",,,"Fijo","20.65639623","-105.21222974","2010-07"
"1934474","14067611122000051000000000U9","ESCUELA PRIMARIA 24 DE OCTUBRE","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","EMILIANO ZAPATA","CALLE","RICARDO FLORES MAGON","CALLE","REVOLUCION","CALLE","RICARDO FLORES MAGÓN","191",,,,"0",,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","068A","013","3338158131","PRIMARIAURBANA1242@GMAIL.COM",,"Fijo","20.70197593","-105.24613317","2010-07"
"1965073","14067611122000142000000000U6","ESCUELA PRIMARIA ABRAHAM LINCOLN","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","AMADO NERVO","PRIVADA","DE PEDRO MORENO","CALLE","G. PRIETO","CALLE","RÍO","135",,,,"0",,"COLONIA","EL REMANCE",,,,"48389","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2559","014",,,,"Fijo","20.60201435","-105.22692875","2010-07"
"6500505","14067611122001161000000000U5","ESCUELA PRIMARIA AGUSTIN DE ITURBIDE","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","0 a 5 personas","PRIVADA","JOSEFA ORTIZ DE DOMINGUEZ","OTRO (ESPECIFIQUE)","EL RIO","CALLE","FRANCISCO  I. MADERO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"LOCALIDAD","EL ZANCUDO",,,,"48265","14","JALISCO","067","Puerto Vallarta","0057","El Zancudo","0020","007",,,,"Fijo","20.77988752","-105.15330445","2016-01"
"1913014","14067611122000272000000000U1","ESCUELA PRIMARIA AGUSTIN FLORES CONTRERAS","SECRETARIA DE EDUCACIÓN PÚBLICA JALISCO ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","SOR JUANA INES DE LA CRUZ","CALLE","VENUS","CALLE","PLUTON","CALLE","PLUTÓN","245","A",,,,,"COLONIA","EL CALOSO",,,,"48360","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0232","014","3222225188",,,"Fijo","20.60814897","-105.22482202","2010-07"
"1912832","14067611122000683001000000U9","ESCUELA PRIMARIA AGUSTIN FLORES CONTRERAS URBANA 1009","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","MATAMOROS","CALLE","ITURBIDE","CALLE","ZARAGOZA","PRIVADA","MIRAMAR","284",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1692","003","3222230058","ESCUELA14EPR1433T@HOTMAIL.COM",,"Fijo","20.60780089","-105.23461727","2010-07"
"1963308","14067611122000212000000000U7","ESCUELA PRIMARIA ALFREDO V BONFIL","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","PULPITO","PRIVADA","PULPITO","CALLE","AGUACATE","CALLE","RODOLFO GOMEZ","407",,,,,,"COLONIA","ALTAVISTA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0251","029","3221363853",,,"Fijo","20.60080344","-105.23190698","2010-07"
"1908183","14067611122000323001000000U2","ESCUELA PRIMARIA AMADO NERVO","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","PREPARATORIA","CALLE","MILENIUM","AVENIDA","FRANCISCO MEDINA ASCENCIO","AVENIDA","PRISCILIANO SÁNCHEZ","200",,,,,,"COLONIA","LA MARINA",,,,"48338","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1743","001","3222211768",,,"Fijo","20.65974771","-105.2376906","2010-07"
"1775759","14067611122001012000000000U0","ESCUELA PRIMARIA ASUNCION GARCIA SANCHO VILLASEÑOR","SEJ ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","NEVADO DE TOLUCA","CALLE","HUASCARAN","CALLE","HIMALAYA","CALLE","PICO DE ORIZABA","544",,,,,,"COLONIA","VOLCANES",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1654","039",,,,"Fijo","20.67496961","-105.18284601","2014-12"
"1778811","14067611122000813000000000U2","ESCUELA PRIMARIA BASILIO VADILLO 848","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","RIO ZULA","ANDADOR","RIO VERDE","CALLE","RIO NILO","CALLE","PASEO DE LA LOMA","550",,,,,,"COLONIA","LOPEZ MATEOS",,,,"48340","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1724","018","3222247161",,,"Fijo","20.62572004","-105.21928593","2014-12"
"1777652","14067611122001152000000000U4","ESCUELA PRIMARIA CELESTIN FREINET 14DPR4067I","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","NARCISO MENDOZA","CALLE","JUAN DE LA BARRERA","CALLE","JOSE MARIA ANAYA","CALLE","AGUSTÍN MELGAR","240",,,,"0",,"COLONIA","INDEPENDENCIA",,,,"48327","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0961","029",,,,"Fijo","20.64049382","-105.20770576","2014-12"
"1965103","14067611122000313000000000U3","ESCUELA PRIMARIA CLUB DE LEONES","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","ECUADOR","AVENIDA","LAS AMERICAS","CALLE","CUBA","CALLE","COSTA RICA","1592",,,,"0",,"COLONIA","LAZARO CARDENAS",,,,"48330","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0124","015",,,,"Fijo","20.62498535","-105.22647943","2010-07"
"1929156","14067611122000373000000000U7","ESCUELA PRIMARIA CUAUHTEMOC CLAVE 14DPR3649G","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","CAMINO A PLAYA GRANDE","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","PALENQUE","CALLE","COPAN","1221",,,,,,"COLONIA","SAN ESTEBAN",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2205","013","3221141208",,,"Fijo","20.65003326","-105.19574489","2010-07"
"1929831","14067611121000031000000000U3","ESCUELA PRIMARIA EFRAIN GONZALEZ LUNA","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","PABLO FRANCO","CALLE","J. ASCENCIO VILLASEÑOR","CALLE","ALDAMA","693",,"OTRO CONGLOMERADO","PLANTA BAJA",,,"COLONIA","LOMA BONITA","OTRO CONGLOMERADO","ESCUELA PUBLICA","693","48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2633","011",,"14DPR3974C@ESCUELAS.SEJ.GOB.MX",,"Fijo","20.66308685","-105.21076601","2010-07"
