"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"1660273","14067541610000201010000000U9","CENTRO MEDICO ANAMAYA","GRUPO MAVIVER SA DE CV","621111","Consultorios de medicina general del sector privado","0 a 5 personas","CALLE","ROMA","CALLE","PALM SPRINGS","CALLE","YUGOSLAVIA","CALLE","NIZA","196",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA","1",,"COLONIA","DIAZ ORDAZ","HOSPITAL, CENTRO MEDICO O CLINICA","CLINICA","1","48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0302","005","3221528166","CLINICA@ANAMAYA.COM.MX","WWW.ANAMAYA.COM.MX","Fijo","20.63880148","-105.22961462","2013-07"
"1910846","14067624191000161010000000U6","CENTRO METODO HOLISTICO","FACULTAD HUE PTO. VALLARTA SC","621398","Otros consultorios del sector privado para el cuidado de la salud","0 a 5 personas","OTRO (ESPECIFIQUE)","31 DE OCTUBRE","OTRO (ESPECIFIQUE)","GUADALUPE SÁNCHEZ","OTRO (ESPECIFIQUE)","JUÁREZ","OTRO (ESPECIFIQUE)","ALLENDE","224",,"224B","PISO 2",,,"COLONIA","CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0213","016","3222239198",,"WWW.CENTROHOLISTICO.COM","Fijo","20.61358103","-105.23149823","2010-07"
"1963593","14067621211001111000000000U9","CENTRO ODONTOLOGICO",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","HIDALGO","CALLE","AGUSTIN RODRIGUEZ","CALLE","LIBERTAD","CALLE","JUÁREZ","173",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0247","018","3222222165",,,"Fijo","20.60703641","-105.2358863","2010-07"
"7564344","14067621211002131000000000U6","CENTRO ODONTOLOGICO MARSOL",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO VILLA","CALLE","VENA","CALLE","DE LAS GAVIOTAS","CALLE","PEZ ESPADA","880","A",,,,,"COLONIA","GAVIOTAS",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2563","009",,,"WWW.DRAMARISSARODRIGUREZPV.COM","Fijo","20.63494715","-105.22432611","2019-11"
"8984626","14067621311000211000000000U6","CENTRO QUIRO PRACTICO QUIROMASAGES",,"621311","Consultorios de quiropráctica del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","VIENA","AVENIDA","FRANCIA","181","A",,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","022",,,,"Fijo","20.63537929","-105.22670964","2019-11"
"1907185","14067621311000041000000000U7","CENTRO QUIROPRACTICO CHIROPRACTIC HEALTH CENTER",,"621311","Consultorios de quiropráctica del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","ALBATROS","CALLE","GANSOS","AVENIDA","FRANCISCO MEDINA ASCENCIO","8",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","35","A","COLONIA","MARINA VALLARTA","CENTRO Y PLAZA COMERCIAL","PLAZA MARINA","35 A","48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","011","3222213190",,"WWW.CHIROPRACTICHEALTHCENTER.COM","Fijo","20.67251641","-105.2504509","2010-07"
"1823057","14067621311000051000000000U6","CENTRO QUIROPRACTICO VALLARTA",,"621311","Consultorios de quiropráctica del sector privado","0 a 5 personas","CALLE","JESUS LANGARICA","CALLE","JUAREZ","CALLE","MORELOS","CALLE","31 DE OCTUBRE","200",,,,,,"COLONIA","CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0213","033","3227799515","QUIROVALLARTA@GMAIL.COM","WWW.VALLARTASHIROPRACTIC.COM","Fijo","20.61434773","-105.23174619","2010-07"
"1626908","14067624112000012001000000U7","CENTRO REGIONAL PUERTO VALLARTA","CENTROS DE INTEGRACION JUVENIL AC","624112","Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público","11 a 30 personas","CALLE","DURANGO","CALLE","COLIMA","CALLE","JALISCO","CALLE","PASEO MAGNOLIA","479",,,,,,"COLONIA","MOJONERAS",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1955","001","3222900555",,,"Fijo","20.68648899","-105.22267669","2010-07"
"1911167","14067621511000172000000000U5","CILINICA CENTRAL DIAGNOSTICA CALIFORNIA","CENTRAL DIGNÓSTICA CALIFORNIA SC","621511","Laboratorios médicos y de diagnóstico del sector privado","6 a 10 personas","AVENIDA","FRANCISCO VILLA","CALLE","VENA","CALLE","DE LAS GAVIOTAS","CALLE","PEZ ESPADA","880",,,,,,"COLONIA","LAS GAVIOTAS",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2563","009",,"CDCRX@HOTMAIL.COM",,"Fijo","20.63494597","-105.22432696","2010-07"
"9007685","14067621113001071000000000U3","CIRUGIA PLASTICA ESTETICA Y RECONSTRUCTIVA RAMOSURGERY",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","VIENA","CALLE","ESPAÑA","PRIVADA","MELCHOR OCAMPO","136",,"HOSPITAL, CENTRO MEDICO O CLINICA","PISO 1","104",,"COLONIA","CONDOMINIO PUERTO DE LUNA","HOSPITAL, CENTRO MEDICO O CLINICA","VALLARTA MEDICAL CENTER","104","48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","038","3227795847","GUIYERMORAMOS@HOTMAIL.COM","WWW.RAMOSURGERY.COM","Fijo","20.64000618","-105.23209546","2019-11"
"7565538","14067621331000432000000000U6","CLEVER MAS PLUS",,"621331","Consultorios de psicología del sector privado","6 a 10 personas","CALLE","PAVO REAL","CALLE","TIJERETA","CALLE","FRANCISCO VILLA","CALLE","TORDO","109",,,,,,"FRACCIONAMIENTO","LAS ARALIAS",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0444","046","3222241593",,,"Fijo","20.64111115","-105.2207974","2019-11"
"9007662","14067621113001021000000000U8","CLINICA ADVANCE MEDICAL CENTER",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3339689277",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007615","14067621113000981000000000U4","CLINICA ADVANCE MEDICAL CENTER ALERGOLOGO",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013",,,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007661","14067621113001011000000000U9","CLINICA ADVANCE MEDICAL CENTER CIRUGIA GENERAL",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3292985095",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007609","14067621211001841000000000U1","CLINICA ADVANCE MEDICAL CENTER CIRUJANO DENTISTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244761",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007610","14067621211001851000000000U0","CLINICA ADVANCE MEDICAL CENTER CIRUJANO DENTISTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3221092313",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007613","14067621391000171000000000U4","CLINICA ADVANCE MEDICAL CENTER COSMETOLOGA","KALIT URIBE ","621391","Consultorios de nutriólogos y dietistas del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3314670354",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007608","14067621113000961000000000U6","CLINICA ADVANCE MEDICAL CENTER GINECOLOGA Y OBSTETRICIA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,"EDIFICIO SIN NOMBRE","PISO 2",,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3221087609","GINECOLOGIAPVALLARTA@GMAIL.COM",,"Fijo","20.63434336","-105.22714675","2019-11"
"9007616","14067621113000991000000000U3","CLINICA ADVANCE MEDICAL CENTER GINECOLOGIA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222258524",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007611","14067621113000971000000000U5","CLINICA ADVANCE MEDICAL CENTER MEDICINA ALTERNATIVA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3221177204",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007617","14067621113001001000000000U0","CLINICA ADVANCE MEDICAL CENTER MEDICINA INTERNA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244761",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007614","14067621391000181000000000U3","CLINICA ADVANCE MEDICAL CENTER NUTRICION INTEGRAL",,"621391","Consultorios de nutriólogos y dietistas del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244778",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007612","14067621391000161000000000U5","CLINICA ADVANCE MEDICAL CENTER NUTRICION INTENGRAL",,"621391","Consultorios de nutriólogos y dietistas del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244778",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007663","14067621113001031000000000U7","CLINICA ADVANCE MEDICAL CENTER OFTAMOLOGIA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244778",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007618","14067621391000191000000000U2","CLINICA ADVANCE MEDICAL CENTER PODOLOGA",,"621398","Otros consultorios del sector privado para el cuidado de la salud","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244761",,,"Fijo","20.63434336","-105.22714675","2019-11"
"9007664","14067621331000341000000000U9","CLINICA ADVANCE MEDICAL CENTER PSICOLOGA",,"621331","Consultorios de psicología del sector privado","0 a 5 personas","CALLE","ALDANACA","CALLE","MILAN","CALLE","LISBOA","CALLE","BERNA","175",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","013","3222244778",,,"Fijo","20.63434336","-105.22714675","2019-11"
"1777111","14067621391000091000000000U4","CLINICA ARTEMÉDICA",,"621391","Consultorios de nutriólogos y dietistas del sector privado","0 a 5 personas","AVENIDA","DE LOS TULES","CALLE","PASEO DEL SALMON","CALLE","GUACAMAYO","CALLE","PASEO DEL ACANTO","277",,,,,,"COLONIA","JARDINES VALLARTA",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","031",,,,"Fijo","20.63869187","-105.22008142","2014-12"
"1930250","14067621111000391000000000U0","CLINICA ASISTENCIAL DE PUERTO VALLARTA",,"621111","Consultorios de medicina general del sector privado","6 a 10 personas","CALLE","8 DE MAYO","CALLE","ITALIA","CALLE","FRANCIA","CALLE","21 DE MARZO","1177",,,,,,"COLONIA","LOMAS DEL COAPINOLE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1279","009","3222249627",,,"Fijo","20.65636198","-105.20344061","2010-07"
"1774175","14067621331000161000000000U1","CLINICA DE ATENCION PSCICOLOGICA",,"621331","Consultorios de psicología del sector privado","0 a 5 personas","CALLE","MAR BLANCO","CALLE","OCEANO ÍNDICO","CALLE","OCEANO PACIFICO PONIENTE","CALLE","MAR EGEO","471",,,,,,"COLONIA","EL PALMAR DE ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","082A","024","3222245793","INTEGROPV@HOTMAIL.COM",,"Fijo","20.65307091","-105.23669648","2014-12"
"7614510","14067621113001131000000000S5","CLINICA DE ESPECIALIDADES ACNE FACIALES RAZYCO",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","MORELIA","CALLE","RAFAEL OSUNA","CALLE","LUIS DONALDO COLOSIO","CALLE","MÉRIDA","123",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0105","016","3311481227","JOCE199@HOTMAIL.COM",,"Fijo","20.63118789","-105.22772272","2019-11"
"1777320","14067621398000301000000000U2","CLINICA DE MASAJE DE REHABILITACION",,"621398","Otros consultorios del sector privado para el cuidado de la salud","0 a 5 personas","AVENIDA","GONZALEZ GALLO","CALLE","DIA","CALLE","MAR","CALLE","HACIENDA EL PITILLAL","187",,,,,,"COLONIA","VIDA VALLARTA",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","075A","019","3221088280",,,"Fijo","20.64573658","-105.21367451","2014-12"
"9008070","14067621115000122000000000U0","CLINICA DE MEDICINA GENERAL CLINICA ANGELES","CLINICA ANGELES SA DE CV","621115","Clínicas de consultorios médicos del sector privado","6 a 10 personas","CALLE","ALONDRA","CALLE","FLAMINGOS","CALLE","FRANCISCO VILLA","CALLE","CARDENAL","101","A",,,,,"COLONIA","FOVISSSTE 96",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","171A","022","3222258726","CLINICAANGELESPVT@MAIL.COM","WWW.CLINICAANGELES.COM","Fijo","20.64375758","-105.22051679","2019-11"
"8691028","14067621391000241000000000U5","CLINICA DE NUTRICION INVARDU","SOCIEDAD EN PARTICIPACION SA DE CV","621391","Consultorios de nutriólogos y dietistas del sector privado","0 a 5 personas","CALLE","FRANCISCO VILLA","CALLE","RIO CUZMALA","CALLE","RIO PAPALOAPAN","CALLE","LAGO VICTORIA","1359","3",,,,,"COLONIA","LOS SAUCES",,,,"48313","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2597","038","3222380809","ARIDNIHDEZ@HOTMAIL.COM",,"Fijo","20.64297961","-105.22090941","2019-11"
"1909373","14067621113000581000000000U2","CLINICA DE OJOS",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","BRASILIA","CALLE","BOLIVIA","CALLE","ECUADOR","CALLE","GUATEMALA","400",,,,"0",,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","006","3222235467","OJO-CLINICO@HOTMAIL.COM",,"Fijo","20.62252311","-105.22769679","2010-07"
"8606355","14067621398000571000000000U0","CLINICA DE PIES",,"621398","Otros consultorios del sector privado para el cuidado de la salud","0 a 5 personas","CALLE","REVOLUCION","CALLE","JOSE MARIA PINO SUAREZ","CALLE","PASCUAL ORTIZ RUBIO","CALLE","ÁLVARO OBREGÓN","400",,,,,,"COLONIA","LAS JUNTAS",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","0694","013",,,,"Fijo","20.69837165","-105.24400604","2019-11"
"1911219","14067465212000081010000000U2","CLINICA DE PODOLOGIA PIE BELLO",,"621398","Otros consultorios del sector privado para el cuidado de la salud","0 a 5 personas","AVENIDA","ANTONIO J. HERNANDEZ","CALLE","NAYARIT","CALLE","NOGAL","CALLE","ABETO","241",,,,,,"COLONIA","1RO DE MAYO",,,,"48325","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1283","027",,,,"Fijo","20.6300221","-105.2152623","2010-07"
"1778557","14067624191000692000000000U0","CLÍNICA DE REHABILITACIÓN DESPIERTA A LA VIDA","CLINICA DE REHABILITACION DESPIERTA A LA VIDA EN PUERTO VALLARTA JALISCO AC","624191","Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones","6 a 10 personas","CALLE","GUADALUPE SANCHEZ","CALLE","31 DE OCTUBRE","CALLE","ALLENDE","CALLE","MATAMOROS","876",,,,"0",,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0213","005","3221346072","CLINIKEENAN74@OUTLOOK.COM","WWW.CLINICADEREHABILITACIONDESPIERTAALAVIDA.COM","Fijo","20.61326108","-105.23135037","2014-12"
"8983833","14067621341000162000000000U8","CLINICA DE REHABILITACION VALLARTA-SANTA BARBARA","CLINICA DE REHABILITACION VALLARTA-SANTA BARBARA AC","621341","Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje","6 a 10 personas","CALLE","OCEANO INDICO","CALLE","DOCTOR MIKE LEMUS","CALLE","MARIA MONTESSORI","CALLE","NINGUNO","151",,,,,,"COLONIA","FRACC DE LA CFE",,,,"48302","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0834","024",,"VALLARTAREHABILITACION001@HOTMIL.COM","WWW.REHABILITACIONFISICAPV.COM","Fijo","20.65169109","-105.23184574","2019-11"
"1908620","14067621211001491000000000U5","CLINICA DENTAL",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","YUGOSLAVIA","AVENIDA","FRANCIA","CALLE","HAMBURGO","CALLE","PALM SPRINGS","149",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0302","009",,,,"Fijo","20.6368992","-105.2270619","2010-07"
"9007953","14067621211001871000000000U8","CLINICA DENTAL 12",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO VILLA","AVENIDA","LOS PINOS","CALZADA","JOSE JESUS GONZALEZ GALLO","CALLE","SEBASTIÁN ALLENDE","1526",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","9","C","COLONIA","VIDA VALLARTA","CENTRO Y PLAZA COMERCIAL","MACRO PLAZA","C","48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","075A","003",,,,"Fijo","20.6456995","-105.22015624","2019-11"
"1774562","14067621211001281000000000U0","CLINICA DENTAL ARBOLEDAS",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","ARBOLEDAS","CALLE","JALISCO","CALLE","MARINA HACIENDA DEL MAR","AVENIDA","ARBOLEDAS","123",,,,"0",,"COLONIA","LAS ARBOLEDAS",,,,"48315","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2154","025",,"DR.JACOB.79@GMAIL.COM","WWW.DENTALARBOLEDAS.COM","Fijo","20.65665101","-105.22388293","2014-12"
"1775858","14067621211001251000000000U3","CLÍNICA DENTAL BIENSTAR",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","5 DE MAYO","CALLE","HIDALGO","CALLE","EMILIANO ZAPATA","CALLE","5 DE SEPTIEMBRE","160",,"PASAJE Y ANDADOR COMERCIAL","PISO 2","3",,"COLONIA","PITILLAL CENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE","3","48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","016","3221111313","PERLA_1970@LIVE.COM.MX",,"Fijo","20.6514995","-105.21955525","2014-12"
"8691078","14067621211001921000000000U1","CLINICA DENTAL CUSPIDENT","DENTAL 360 SA DE CV","621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","AVENIDA","LOS TULES","AVENIDA","FLUVIAL VALLARTA","AVENIDA","LOS TULES","2","K.M. 2.5","CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","15","I","COLONIA","LOS TABACHINES","CENTRO Y PLAZA COMERCIAL","PLAZA CARACOL","15","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","036","3222240767","RECEPCION.CUSPIDENT@HOTMAIL.COM",,"Fijo","20.64040343","-105.23391674","2019-11"
"1907259","14067621211000881000000000U8","CLINICA DENTAL DR. VICTOR CRUZ COELLO",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","AVENIDA","PASEO DE LA MARINA","CALLE","PROA","AVENIDA","FRANCISCO MEDINA ASCENCIO","3945",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,"A 1","FRACCIONAMIENTO","MARINA VALLARTA","CENTRO Y PLAZA COMERCIAL","PLAZA NEPTUNO","A 1","48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","012","3222090032","VCCOELLO@HOTMAIL.COM",,"Fijo","20.66780667","-105.24829165","2010-07"
"8983619","14067621211001741000000000U3","CLINICA DENTAL ESPECIALIZADA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","POPA","CALLE","SIN REFERENCIA","CALLE","QUILLA","CALLE","PROA","7","B",,,,,"COLONIA","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","013",,,,"Fijo","20.66653989","-105.24941104","2019-11"
"7481069","14067621211001721000000000U5","CLINICA DENTAL FAMILIAR",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","EMILIANO ZAPATA","CALLE","JUAREZ","CALLE","20 DE NOVIEMBRE","217",,,,"0",,"COLONIA","CENTRO PITILLAL",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","001","3221303304",,,"Fijo","20.65206591","-105.21849333","2019-11"
"9008025","14067621211001901000000000U3","CLINICA DENTAL FLORES",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FLUVIAL VALLARTA","CALLE","MELCHOR OCAMPO","AVENIDA","LOS TULES","CALLE","RÍO AMARILLO","265",,,,"0",,"RESIDENCIAL","LOS TABACHINES",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","033","3222258329",,,"Fijo","20.64280215","-105.23091347","2019-11"
"1773672","14067621211001391000000000U7","CLINICA DENTAL IXTAPA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CARRETERA","A LAS PALMAS","PROLONGACION","REFORMA","CALLE","ITURBIDE","PROLONGACION","REFORMA","2051",,,,,,"COLONIA","NIÑOS HEROES IXTAPA",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0995","023","3222997033",,,"Fijo","20.72053944","-105.2022823","2014-12"
"7481020","14067621211001711000000000U6","CLINICA DENTAL JIMENEZ","CLINICA DENTAL JUMENEZ ","621211","Consultorios dentales del sector privado","0 a 5 personas","CALZADA","DE LA HIGUERA","OTRO (ESPECIFIQUE)","GENARO PADILLA","CALLE","GENARO PADILLA","CALZADA","DE LA HIGUERA","56","A",,,"0",,"COLONIA","DE LA HIGUERA",,,,"48313","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","022","3221115981","DENTALIMENEZ04@GMAIL.COM",,"Fijo","20.65040589","-105.22182617","2019-11"
"9166273","14067621211002301000000000S5","CLINICA DENTAL JUAREZ",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","ABASOLO","CALLE","GENARO PADILLA","CALLE","5 DE MAYO","150","B",,,,,"COLONIA","EL PITILLAL CENTERO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0552","022","3221121616","CLINICADENTALJUAREZ@OUTLOOK.COM.MX",,"Fijo","20.65258854","-105.22019801","2019-11"
"7564658","14067621211002141000000000U5","CLINICA DENTAL JUAREZ",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","JUAREZ","CALLE","ABASOLO","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","MORELOS","661",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1688","020","3221121616",,,"Fijo","20.61141618","-105.23327862","2019-11"
"6206643","14067621211001082000000000U2","CLINICA DENTAL LA ZAPOPANA",,"621211","Consultorios dentales del sector privado","6 a 10 personas","CALLE","JUAREZ","CALLE","INDEPENDENCIA","CALLE","20 DE NOVIEMBRE","CALLE","EMILIANO ZAPATA","201",,,,,,"COLONIA","CENTRO DEL PITILLAL",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","001",,"PITILLALZAPOPANA@GMAIL.COM",,"Fijo","20.65246583","-105.21850062","2014-12"
